timestamp,region,latitude,longitude,PSI,PM10,PM25,O3,NO2,CO,SO2
2024-04-22 22:33:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:33:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:33:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:33:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:43:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:43:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:43:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:43:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:43:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:53:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:53:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:53:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:53:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:53:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 22:54:00,west,1.35735,103.7,58,42,19,5,58,1,5
2024-04-22 22:54:00,east,1.35735,103.94,57,33,17,26,31,0,3
2024-04-22 22:54:00,central,1.35735,103.82,57,33,18,20,26,0,3
2024-04-22 22:54:00,south,1.29587,103.82,54,24,15,10,18,1,3
2024-04-22 22:54:00,north,1.41803,103.82,59,37,19,14,53,1,3
2024-04-22 23:03:00,west,1.35735,103.7,59,42,19,4,54,1,5
2024-04-22 23:03:00,east,1.35735,103.94,56,33,16,24,33,0,3
2024-04-22 23:03:00,central,1.35735,103.82,58,33,18,20,26,0,3
2024-04-22 23:03:00,south,1.29587,103.82,54,24,15,8,19,1,3
2024-04-22 23:03:00,north,1.41803,103.82,59,37,19,11,41,1,3
2024-04-22 23:04:00,west,1.35735,103.7,59,42,19,4,54,1,5
2024-04-22 23:04:00,east,1.35735,103.94,56,33,16,24,33,0,3
2024-04-22 23:04:00,central,1.35735,103.82,58,33,18,20,26,0,3
2024-04-22 23:04:00,south,1.29587,103.82,54,24,15,8,19,1,3
2024-04-22 23:04:00,north,1.41803,103.82,59,37,19,11,41,1,3
2024-04-22 23:13:00,west,1.35735,103.7,59,42,19,4,54,1,5
2024-04-22 23:13:00,east,1.35735,103.94,56,33,16,24,33,0,3
2024-04-22 23:13:00,central,1.35735,103.82,58,33,18,20,26,0,3
2024-04-22 23:13:00,south,1.29587,103.82,54,24,15,8,19,1,3
2024-04-22 23:13:00,north,1.41803,103.82,59,37,19,11,41,1,3
2024-04-22 23:14:00,west,1.35735,103.7,59,42,19,4,54,1,5
2024-04-22 23:14:00,east,1.35735,103.94,56,33,16,24,33,0,3
2024-04-22 23:14:00,central,1.35735,103.82,58,33,18,20,26,0,3
2024-04-22 23:14:00,south,1.29587,103.82,54,24,15,8,19,1,3
2024-04-22 23:14:00,north,1.41803,103.82,59,37,19,11,41,1,3
